n_archetypes,n_cells,coreset_fraction,seed,ok,error,rss_poll_ms,time,time_total,time_copy,time_compute,mem_rss_start_mb,mem_rss_post_copy_mb,mem_rss_end_mb,mem_rss_delta_post_copy_mb,mem_rss_delta_since_start_mb,mem_rss_peak_mb,mem_rss_peak_over_post_copy_mb,mem_rss_peak_over_start_mb,mem_rss_peak_copy_sampled_mb,mem_rss_peak_compute_sampled_mb,dataset
3,1000,1.0,383329927,True,,50,2.4304001331329346,2.4918577671051025,0.0606451034545898,2.4304001331329346,37210.08984375,37208.9609375,37210.19921875,1.23828125,0.109375,37210.875,0.0,0.78515625,37210.2421875,37210.12109375,k562
3,1000,1.0,3324115916,True,,50,2.4501712322235107,2.517650842666626,0.0663180351257324,2.4501712322235107,37210.08984375,37208.9609375,37210.140625,1.1796875,0.05078125,37210.875,0.0,0.78515625,37210.2421875,37210.10546875,k562
3,1000,1.0,2811363264,True,,50,2.299522638320923,2.354796886444092,0.0544266700744628,2.299522638320923,37210.08984375,37208.9609375,37210.15234375,1.19140625,0.0625,37210.875,0.0,0.78515625,37210.2421875,37210.109375,k562
3,1000,1.0,1884968544,True,,50,2.2294046878814697,2.2893290519714355,0.0590958595275878,2.2294046878814697,37210.08984375,37208.9609375,37210.1484375,1.1875,0.05859375,37210.875,0.0,0.78515625,37210.4296875,37210.11328125,k562
3,1000,1.0,1859786275,True,,50,2.4875683784484863,2.542126417160034,0.053645372390747,2.4875683784484863,37210.09375,37208.96484375,37210.15234375,1.1875,0.05859375,37210.87890625,0.0,0.78515625,37210.24609375,37210.1015625,k562
3,1000,0.1,383329927,True,,50,2.1471076011657715,2.2001585960388184,0.0521743297576904,2.1471076011657715,37210.09375,37208.96484375,37210.15234375,1.1875,0.05859375,37210.87890625,0.0,0.78515625,37210.24609375,37210.10546875,k562
3,1000,0.1,3324115916,True,,50,2.1744072437286377,2.2282512187957764,0.0528793334960937,2.1744072437286377,37210.09375,37208.96484375,37209.984375,1.01953125,-0.109375,37210.87890625,0.0,0.78515625,37210.625,37209.9296875,k562
3,1000,0.1,2811363264,True,,50,2.148367166519165,2.199547052383423,0.0502700805664062,2.148367166519165,37210.09375,37208.96484375,37210.16015625,1.1953125,0.06640625,37210.87890625,0.0,0.78515625,37210.24609375,37210.078125,k562
3,1000,0.1,1884968544,True,,50,2.195911169052124,2.2474889755249023,0.0505416393280029,2.195911169052124,37210.09375,37208.96484375,37210.19140625,1.2265625,0.09765625,37210.87890625,0.0,0.78515625,37210.24609375,37210.09765625,k562
3,1000,0.1,1859786275,True,,50,2.210606575012207,2.2573704719543457,0.0459613800048828,2.210606575012207,37210.09765625,37208.97265625,37210.03125,1.05859375,-0.06640625,37210.88671875,0.0,0.7890625,37210.25,37209.9375,k562
3,2000,1.0,383329927,True,,50,2.694286346435547,2.8269803524017334,0.1320738792419433,2.694286346435547,37210.12109375,37210.91015625,37210.26171875,-0.6484375,0.140625,37210.91015625,0.0,0.7890625,37210.2734375,37210.16796875,k562
3,2000,1.0,3324115916,True,,50,2.3534069061279297,2.511300563812256,0.1570291519165039,2.3534069061279297,37210.12109375,37208.99609375,37210.26953125,1.2734375,0.1484375,37210.91015625,0.0,0.7890625,37210.65625,37210.16796875,k562
3,2000,1.0,2811363264,True,,50,2.5732665061950684,2.675668716430664,0.1013760566711425,2.5732665061950684,37210.12109375,37209.0,37210.26953125,1.26953125,0.1484375,37210.9140625,0.0,0.79296875,37210.2734375,37210.25,k562
